Time,Treatment,OD_600
8,Water,0.082
8,SSE,0.084
8,P4_SSE,0.25
8,Ch5_SSE,0.182
8,Water,0.085
8,SSE,0.085
8,P4_SSE,0.263
8,Ch5_SSE,0.173
9,Water,0.084
9,SSE,0.083
9,P4_SSE,0.284
9,Ch5_SSE,0.203
9,Water,0.083
9,SSE,0.083
9,P4_SSE,0.274
9,Ch5_SSE,0.211
9,Water,0.084
9,SSE,0.085
9,P4_SSE,0.284
9,Ch5_SSE,0.206
10,Water,0.084
10,SSE,0.083
10,P4_SSE,0.302
10,Ch5_SSE,0.234
10,Water,0.083
10,SSE,0.084
10,P4_SSE,0.293
10,Ch5_SSE,0.229
10,Water,0.084
10,SSE,0.087
10,P4_SSE,0.303
10,Ch5_SSE,0.236
11,Water,0.084
11,SSE,0.083
11,P4_SSE,0.322
11,Ch5_SSE,0.253
11,Water,0.083
11,SSE,0.084
11,P4_SSE,0.313
11,Ch5_SSE,0.247
11,Water,0.084
11,SSE,0.088
11,P4_SSE,0.323
11,Ch5_SSE,0.264
12,Water,0.084
12,SSE,0.083
12,P4_SSE,0.336
12,Ch5_SSE,0.264
12,Water,0.083
12,SSE,0.084
12,P4_SSE,0.329
12,Ch5_SSE,0.261
12,Water,0.084
12,SSE,0.086
12,P4_SSE,0.344
12,Ch5_SSE,0.26
13,Water,0.084
13,SSE,0.083
13,P4_SSE,0.351
13,Ch5_SSE,0.28
13,Water,0.083
13,SSE,0.084
13,P4_SSE,0.341
13,Ch5_SSE,0.259
13,Water,0.085
13,SSE,0.087
13,P4_SSE,0.362
13,Ch5_SSE,0.276
14,Water,0.084
14,SSE,0.083
14,P4_SSE,0.364
14,Ch5_SSE,0.295
14,Water,0.083
14,SSE,0.084
14,P4_SSE,0.352
14,Ch5_SSE,0.257
14,Water,0.084
14,SSE,0.085
14,P4_SSE,0.376
14,Ch5_SSE,0.287
15,Water,0.084
15,SSE,0.083
15,P4_SSE,0.371
15,Ch5_SSE,0.309
15,Water,0.083
15,SSE,0.084
15,P4_SSE,0.359
15,Ch5_SSE,0.251
15,Water,0.084
15,SSE,0.084
15,P4_SSE,0.38
15,Ch5_SSE,0.296
16,Water,0.084
16,SSE,0.083
16,P4_SSE,0.387
16,Ch5_SSE,0.321
16,Water,0.082
16,SSE,0.084
16,P4_SSE,0.361
16,Ch5_SSE,0.242
16,Water,0.084
16,SSE,0.086
16,P4_SSE,0.384
16,Ch5_SSE,0.306
17,Water,0.084
17,SSE,0.083
17,P4_SSE,0.386
17,Ch5_SSE,0.327
17,Water,0.083
17,SSE,0.085
17,P4_SSE,0.362
17,Ch5_SSE,0.237
17,Water,0.084
17,SSE,0.085
17,P4_SSE,0.395
17,Ch5_SSE,0.312
18,Water,0.084
18,SSE,0.084
18,P4_SSE,0.396
18,Ch5_SSE,0.339
18,Water,0.083
18,SSE,0.085
18,P4_SSE,0.37
18,Ch5_SSE,0.245
18,Water,0.084
18,SSE,0.085
18,P4_SSE,0.401
18,Ch5_SSE,0.316
19,Water,0.084
19,SSE,0.084
19,P4_SSE,0.387
19,Ch5_SSE,0.346
19,Water,0.083
19,SSE,0.085
19,P4_SSE,0.372
19,Ch5_SSE,0.237
19,Water,0.084
19,SSE,0.085
19,P4_SSE,0.4
19,Ch5_SSE,0.322
20,Water,0.084
20,SSE,0.083
20,P4_SSE,0.378
20,Ch5_SSE,0.352
20,Water,0.083
20,SSE,0.085
20,P4_SSE,0.368
20,Ch5_SSE,0.248
20,Water,0.084
20,SSE,0.085
20,P4_SSE,0.379
20,Ch5_SSE,0.329
21,Water,0.084
21,SSE,0.084
21,P4_SSE,0.385
21,Ch5_SSE,0.358
21,Water,0.083
21,SSE,0.086
21,P4_SSE,0.384
21,Ch5_SSE,0.252
21,Water,0.084
21,SSE,0.085
21,P4_SSE,0.362
21,Ch5_SSE,0.329
22,Water,0.084
22,SSE,0.084
22,P4_SSE,0.37
22,Ch5_SSE,0.362
22,Water,0.082
22,SSE,0.086
22,P4_SSE,0.387
22,Ch5_SSE,0.265
22,Water,0.084
22,SSE,0.086
22,P4_SSE,0.36
22,Ch5_SSE,0.329
