Time,Treatment,OD_600
0,SSE,0.084
1,SSE,0.084
2,SSE,0.084
3,SSE,0.084
4,SSE,0.084
5,SSE,0.084
6,SSE,0.084
7,SSE,0.084
8,SSE,0.084
9,SSE,0.084
10,SSE,0.085
11,SSE,0.085
12,SSE,0.085
13,SSE,0.084
14,SSE,0.084
15,SSE,0.084
16,SSE,0.084
17,SSE,0.084
18,SSE,0.084
19,SSE,0.084
20,SSE,0.084
0,SSE,0.083
1,SSE,0.083
2,SSE,0.083
3,SSE,0.083
4,SSE,0.082
5,SSE,0.082
6,SSE,0.083
7,SSE,0.083
8,SSE,0.083
9,SSE,0.083
10,SSE,0.083
11,SSE,0.084
12,SSE,0.084
13,SSE,0.084
14,SSE,0.084
15,SSE,0.084
16,SSE,0.084
17,SSE,0.084
18,SSE,0.085
19,SSE,0.085
20,SSE,0.085
0,SSE,0.084
1,SSE,0.083
2,SSE,0.083
3,SSE,0.083
4,SSE,0.083
5,SSE,0.083
6,SSE,0.084
7,SSE,0.084
8,SSE,0.085
9,SSE,0.085
10,SSE,0.086
11,SSE,0.087
12,SSE,0.087
13,SSE,0.087
14,SSE,0.087
15,SSE,0.087
16,SSE,0.088
17,SSE,0.088
18,SSE,0.088
19,SSE,0.088
20,SSE,0.088
0,P4_SSE,0.145
1,P4_SSE,0.134
2,P4_SSE,0.135
3,P4_SSE,0.142
4,P4_SSE,0.156
5,P4_SSE,0.185
6,P4_SSE,0.226
7,P4_SSE,0.262
8,P4_SSE,0.277
9,P4_SSE,0.288
10,P4_SSE,0.302
11,P4_SSE,0.32
12,P4_SSE,0.332
13,P4_SSE,0.343
14,P4_SSE,0.362
15,P4_SSE,0.369
16,P4_SSE,0.358
17,P4_SSE,0.37
18,P4_SSE,0.37
19,P4_SSE,0.375
20,P4_SSE,0.378
0,P4_SSE,0.148
1,P4_SSE,0.139
2,P4_SSE,0.138
3,P4_SSE,0.146
4,P4_SSE,0.165
5,P4_SSE,0.197
6,P4_SSE,0.249
7,P4_SSE,0.289
8,P4_SSE,0.308
9,P4_SSE,0.33
10,P4_SSE,0.347
11,P4_SSE,0.371
12,P4_SSE,0.389
13,P4_SSE,0.4
14,P4_SSE,0.445
15,P4_SSE,0.46
16,P4_SSE,0.448
17,P4_SSE,0.444
18,P4_SSE,0.45
19,P4_SSE,0.456
20,P4_SSE,0.461
0,P4_SSE,0.145
1,P4_SSE,0.14
2,P4_SSE,0.14
3,P4_SSE,0.148
4,P4_SSE,0.171
5,P4_SSE,0.212
6,P4_SSE,0.262
7,P4_SSE,0.315
8,P4_SSE,0.295
9,P4_SSE,0.271
10,P4_SSE,0.279
11,P4_SSE,0.295
12,P4_SSE,0.33
13,P4_SSE,0.36
14,P4_SSE,0.384
15,P4_SSE,0.389
16,P4_SSE,0.383
17,P4_SSE,0.388
18,P4_SSE,0.397
19,P4_SSE,0.394
20,P4_SSE,0.361
