Time,Treatment,OD_600
0,Water,0.078
0,SSE,0.075
0,P4_SSE,0.202
0,P4_SSE,0.189
0,Water,0.077
0,SSE,0.074
0,P4_SSE,0.211
0,P4_SSE,0.185
0,Water,0.075
0,SSE,0.074
0,P4_SSE,0.188
0,P4_SSE,0.196
1,Water,0.086
1,SSE,0.084
1,P4_SSE,0.209
1,P4_SSE,0.199
1,Water,0.09
1,SSE,0.083
1,P4_SSE,0.229
1,P4_SSE,0.196
1,Water,0.084
1,SSE,0.083
1,P4_SSE,0.2
1,P4_SSE,0.209
2,Water,0.086
2,SSE,0.086
2,P4_SSE,0.207
2,P4_SSE,0.196
2,Water,0.089
2,SSE,0.083
2,P4_SSE,0.226
2,P4_SSE,0.194
2,Water,0.084
2,SSE,0.083
2,P4_SSE,0.199
2,P4_SSE,0.204
3,Water,0.086
3,SSE,0.09
3,P4_SSE,0.211
3,P4_SSE,0.2
3,Water,0.086
3,SSE,0.083
3,P4_SSE,0.229
3,P4_SSE,0.198
3,Water,0.084
3,SSE,0.083
3,P4_SSE,0.205
3,P4_SSE,0.212
4,Water,0.087
4,SSE,0.086
4,P4_SSE,0.232
4,P4_SSE,0.218
4,Water,0.087
4,SSE,0.083
4,P4_SSE,0.251
4,P4_SSE,0.217
4,Water,0.084
4,SSE,0.083
4,P4_SSE,0.226
4,P4_SSE,0.245
5,Water,0.086
5,SSE,0.087
5,P4_SSE,0.277
5,P4_SSE,0.259
5,Water,0.088
5,SSE,0.082
5,P4_SSE,0.293
5,P4_SSE,0.255
5,Water,0.084
5,SSE,0.083
5,P4_SSE,0.265
5,P4_SSE,0.305
6,Water,0.086
6,SSE,0.086
6,P4_SSE,0.336
6,P4_SSE,0.287
6,Water,0.085
6,SSE,0.083
6,P4_SSE,0.32
6,P4_SSE,0.293
6,Water,0.084
6,SSE,0.083
6,P4_SSE,0.308
6,P4_SSE,0.347
7,Water,0.086
7,SSE,0.086
7,P4_SSE,0.338
7,P4_SSE,0.307
7,Water,0.086
7,SSE,0.082
7,P4_SSE,0.34
7,P4_SSE,0.306
7,Water,0.084
7,SSE,0.083
7,P4_SSE,0.297
7,P4_SSE,0.34
8,Water,0.086
8,SSE,0.087
8,P4_SSE,0.34
8,P4_SSE,0.34
8,Water,0.085
8,SSE,0.083
8,P4_SSE,0.346
8,P4_SSE,0.299
8,Water,0.084
8,SSE,0.083
8,P4_SSE,0.298
8,P4_SSE,0.327
9,Water,0.086
9,SSE,0.088
9,P4_SSE,0.339
9,P4_SSE,0.374
9,Water,0.085
9,SSE,0.083
9,P4_SSE,0.343
9,P4_SSE,0.305
9,Water,0.084
9,SSE,0.083
9,P4_SSE,0.308
9,P4_SSE,0.32
10,Water,0.087
10,SSE,0.086
10,P4_SSE,0.332
10,P4_SSE,0.275
10,Water,0.085
10,SSE,0.083
10,P4_SSE,0.346
10,P4_SSE,0.317
10,Water,0.085
10,SSE,0.083
10,P4_SSE,0.313
10,P4_SSE,0.318
11,Water,0.087
11,SSE,0.088
11,P4_SSE,0.337
11,P4_SSE,0.272
11,Water,0.085
11,SSE,0.083
11,P4_SSE,0.358
11,P4_SSE,0.314
11,Water,0.085
11,SSE,0.083
11,P4_SSE,0.314
11,P4_SSE,0.287
12,Water,0.087
12,SSE,0.088
12,P4_SSE,0.341
12,P4_SSE,0.281
12,Water,0.085
12,SSE,0.083
12,P4_SSE,0.361
12,P4_SSE,0.313
12,Water,0.085
12,SSE,0.083
12,P4_SSE,0.326
12,P4_SSE,0.289
13,Water,0.086
13,SSE,0.089
13,P4_SSE,0.345
13,P4_SSE,0.294
13,Water,0.086
13,SSE,0.084
13,P4_SSE,0.368
13,P4_SSE,0.321
13,Water,0.085
13,SSE,0.083
13,P4_SSE,0.345
13,P4_SSE,0.293
14,Water,0.086
14,SSE,0.089
14,P4_SSE,0.364
14,P4_SSE,0.302
14,Water,0.084
14,SSE,0.084
14,P4_SSE,0.372
14,P4_SSE,0.329
14,Water,0.084
14,SSE,0.083
14,P4_SSE,0.346
14,P4_SSE,0.304
15,Water,0.086
15,SSE,0.089
15,P4_SSE,0.368
15,P4_SSE,0.311
15,Water,0.086
15,SSE,0.084
15,P4_SSE,0.379
15,P4_SSE,0.333
15,Water,0.084
15,SSE,0.083
15,P4_SSE,0.357
15,P4_SSE,0.314
16,Water,0.086
16,SSE,0.086
16,P4_SSE,0.377
16,P4_SSE,0.319
16,Water,0.086
16,SSE,0.084
16,P4_SSE,0.384
16,P4_SSE,0.34
16,Water,0.084
16,SSE,0.083
16,P4_SSE,0.369
16,P4_SSE,0.319
17,Water,0.087
17,SSE,0.088
17,P4_SSE,0.384
17,P4_SSE,0.325
17,Water,0.085
17,SSE,0.084
17,P4_SSE,0.39
17,P4_SSE,0.346
17,Water,0.085
17,SSE,0.083
17,P4_SSE,0.378
17,P4_SSE,0.327
18,Water,0.087
18,SSE,0.085
18,P4_SSE,0.394
18,P4_SSE,0.33
18,Water,0.085
18,SSE,0.084
18,P4_SSE,0.401
18,P4_SSE,0.354
18,Water,0.085
18,SSE,0.084
18,P4_SSE,0.383
18,P4_SSE,0.33
19,Water,0.087
19,SSE,0.087
19,P4_SSE,0.403
19,P4_SSE,0.337
19,Water,0.086
19,SSE,0.084
19,P4_SSE,0.405
19,P4_SSE,0.359
19,Water,0.085
19,SSE,0.083
19,P4_SSE,0.39
19,P4_SSE,0.34
20,Water,0.087
20,SSE,0.089
20,P4_SSE,0.412
20,P4_SSE,0.343
20,Water,0.086
20,SSE,0.084
20,P4_SSE,0.412
20,P4_SSE,0.362
20,Water,0.086
20,SSE,0.083
20,P4_SSE,0.398
20,P4_SSE,0.343
21,Water,0.087
21,SSE,0.086
21,P4_SSE,0.418
21,P4_SSE,0.349
21,Water,0.086
21,SSE,0.084
21,P4_SSE,0.419
21,P4_SSE,0.373
21,Water,0.085
21,SSE,0.084
21,P4_SSE,0.405
21,P4_SSE,0.35
22,Water,0.087
22,SSE,0.083
22,P4_SSE,0.469
22,P4_SSE,0.377
22,Water,0.085
22,SSE,0.083
22,P4_SSE,0.442
22,P4_SSE,0.395
22,Water,0.083
22,SSE,0.084
22,P4_SSE,0.507
22,P4_SSE,0.42
